date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:31:04	60156/60156	---M-Z	200	added ('OK')	text/html	etag:%22eafc-55d0557a74da7-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/compliance-enforcement.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/compliance-enforcement.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:04	62166/62166	---M-Z	200	added ('OK')	text/html	etag:W/%22f2d6-55d053f901314-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/drug-products.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/drug-products.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:05	54607/54607	---M-Z	200	added ('OK')	text/html	etag:W/%22d54f-55d05de0bfbc7-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/funding-fees.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/funding-fees.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:05	65348/65348	---M-Z	200	added ('OK')	text/html	etag:W/%22fb44-55d05de1189a4-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/international-activities.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/international-activities.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:05	59281/59281	---M-Z	200	added ('OK')	text/html	etag:W/%22e791-55d05de14cd92-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/legislation-guidelines.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/legislation-guidelines.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:05	60426/60426	---M-Z	200	added ('OK')	text/html	etag:%22ec0a-55d05356ce825-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/medeffect-canada.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/medeffect-canada.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:06	50942/50942	---M-Z	200	added ('OK')	text/html	etag:%22c6fe-55d0512e126aa-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/activities.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/activities.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:06	51478/51478	---M-Z	200	added ('OK')	text/html	etag:W/%22c916-55d054d0f7234-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/application-information.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/application-information.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:06	52807/52807	---M-Z	200	added ('OK')	text/html	etag:%22ce47-55d0526d82f83-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/legislation-guidelines.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/legislation-guidelines.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:06	50551/50551	---M-Z	200	added ('OK')	text/html	etag:%22c177-55d051b9fec41-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/licences.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/licences.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:07	62467/62467	---M-Z	200	added ('OK')	text/html	etag:W/%22f403-55d05de29a95e-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/quality-systems-13485.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/quality-systems-13485.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:07	51126/51126	---M-Z	200	added ('OK')	text/html	etag:%22c7b6-55d053c6f374f-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/standards.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/standards.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:07	53588/53588	---M-Z	200	added ('OK')	text/html	etag:%22d154-55d05151a2553-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/fees.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/fees.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:07	48254/48254	---M-Z	200	added ('OK')	text/html	etag:W/%22bc7e-55d05de34c517-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/projects.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/projects.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:07	64295/64295	---M-Z	200	added ('OK')	text/html	etag:%22fb27-55d05158b653b-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/natural-non-prescription.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/natural-non-prescription.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:08	54496/54496	---M-Z	200	added ('OK')	text/html	etag:W/%22d4e0-55d05de3a9174-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/public-involvement-consultations.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/public-involvement-consultations.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:08	56536/56536	---M-Z	200	added ('OK')	text/html	etag:%22dcd8-55d053dba30f3-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/regulatory-requirements-advertising.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/regulatory-requirements-advertising.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:08	54728/54728	---M-Z	200	added ('OK')	text/html	etag:W/%22d5c8-55d05de43057f-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/reports-publications.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/reports-publications.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:09	53051/53051	---M-Z	200	added ('OK')	text/html	etag:%22cf3b-55d050a0c378a-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/special-access.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/special-access.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:09	58189/58189	---M-Z	200	added ('OK')	text/html	etag:%22e34d-55d055ba8beb9-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/veterinary-drugs.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/veterinary-drugs.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:09	55528/55528	---M-Z	200	added ('OK')	text/html	etag:%22d4e6-55d058d610c4b-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/advisories-warnings-recalls.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/advisories-warnings-recalls.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:10	52157/52157	---M-Z	200	added ('OK')	text/html	etag:W/%22c7bb-55d05de577003-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/bgtd-contact-information.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/bgtd-contact-information.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:10	50876/50876	---M-Z	200	added ('OK')	text/html	etag:W/%22c6bc-55d05de5c2af0-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/sipd-contact-information.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/sipd-contact-information.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:10	53154/53154	---M-Z	200	added ('OK')	text/html	etag:%22cba2-55d05cb337cb5-gzip%22	https://www.canada.ca/en/health-canada/services/drugs-health-products/what-new.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/what-new.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:10	17507/17507	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Nov%202017%2020:31:10%20GMT	https://www.canada.ca/en/health-canada/services/drugs-health-products/biologics-radio-pharmaceuticals-genetic-therapies.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/biologics-radio-pharmaceuticals-genetic-therapies.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:10	17507/17507	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Nov%202017%2020:31:10%20GMT	https://www.canada.ca/en/health-canada/services/drugs-health-products/natural-health-products.html	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/en/health-canada/services/drugs-health-products/natural-health-products.html	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:11	39802/39802	---M--	200	added ('OK')	image/jpeg	etag:%229b7a-55c50b7b6b5be%22	https://www.canada.ca/content/dam/canada/activities/pi-2017-10-24-2.jpg	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/content/dam/canada/activities/pi-2017-10-24-2.jpg	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:11	41332/41332	---M--	200	added ('OK')	image/jpeg	etag:%22a174-55ceba3ada511%22	https://www.canada.ca/content/dam/canada/activities/pi-2017-11-01-1.jpg	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/content/dam/canada/activities/pi-2017-11-01-1.jpg	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:11	6828/6828	---M--	200	added ('OK')	image/jpeg	etag:%221aac-55c4ec2728b6c%22	https://www.canada.ca/content/dam/canada/activities/pi-2017-10-24-1.jpg	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/content/dam/canada/activities/pi-2017-10-24-1.jpg	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:11	113230/113230	---M-Z	200	added ('OK')	application/javascript	etag:%221ba4e-55820abd101a5-gzip%22	https://www.canada.ca/etc/clientlibs/granite/jquery.min.js	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/etc/clientlibs/granite/jquery.min.js	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:11	9550/9550	---M-Z	200	added ('OK')	application/javascript	etag:%22254e-55820abd120e5-gzip%22	https://www.canada.ca/etc/clientlibs/granite/utils.min.js	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/etc/clientlibs/granite/utils.min.js	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:12	6913/6913	---M-Z	200	added ('OK')	application/javascript	etag:%221b01-559ca6838c3b6-gzip%22	https://www.canada.ca/etc/designs/canada/clientlib-publish.min.js	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/etc/designs/canada/clientlib-publish.min.js	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:17	84245/84245	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/2.1.1/jquery.min.js	C:/Customers/Health%20Canada/health%20Canada/ajax.googleapis.com/ajax/libs/jquery/2.1.1/jquery.min.js	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:17	132931/132931	---M-Z	200	added ('OK')	application/javascript	etag:%2220743-55cb41cea0e5e-gzip%22	https://www.canada.ca/etc/designs/canada/wet-boew/js/wet-boew.min.js	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/etc/designs/canada/wet-boew/js/wet-boew.min.js	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
16:31:17	36277/36277	---M-Z	200	added ('OK')	application/javascript	etag:%228db5-55cb41cea838d-gzip%22	https://www.canada.ca/etc/designs/canada/wet-boew/js/theme.min.js	C:/Customers/Health%20Canada/health%20Canada/www.canada.ca/etc/designs/canada/wet-boew/js/theme.min.js	(from https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices.html)
